vehicle_type,fuel_capacity_liters,current_fuel_liters,avg_mileage_kmpl,daily_travel_km,days_since_last_refill,historical_avg_refill_gap_days,highway_ratio,fuel_exhaustion_days
truck,102.5,68.0,5.8,38.5,11,3,0.57,12.32
hatchback,39.9,19.0,22.0,17.9,15,15,0.04,25.7
hatchback,32.0,20.8,18.8,118.5,22,20,0.57,3.74
truck,119.8,117.5,8.8,57.3,6,12,0.43,17.88
motorcycle,19.3,10.0,55.3,59.7,12,13,0.34,10.01
truck,97.5,49.1,7.6,106.4,21,7,0.49,3.92
motorcycle,12.5,8.3,35.0,51.6,22,18,0.66,6.27
hatchback,33.1,14.3,19.4,71.4,24,20,0.64,4.23
sedan,35.7,27.7,20.4,27.9,13,11,0.4,20.19
hatchback,44.7,11.7,17.8,39.6,2,10,0.72,6.34
hatchback,37.8,6.3,20.2,58.2,9,11,0.2,2.25
suv,74.6,68.1,14.5,40.1,24,16,0.91,30.52
suv,50.3,1.2,14.1,92.6,15,15,0.93,0.21
suv,53.5,13.2,15.2,25.4,2,4,0.53,8.64
suv,65.6,56.1,13.7,76.5,8,4,0.07,9.96
motorcycle,19.4,9.4,58.2,17.4,5,13,0.55,37.23
truck,84.1,6.9,10.4,13.2,10,11,0.27,5.51
sedan,50.1,29.2,12.5,51.6,9,4,0.36,7.39
hatchback,39.0,22.7,14.4,91.3,1,15,0.35,3.38
motorcycle,11.8,6.8,51.1,83.1,28,11,0.06,4.5
sedan,41.3,16.5,21.1,101.2,24,6,0.45,3.72
motorcycle,18.9,13.4,40.5,106.7,16,18,0.7,5.76
motorcycle,16.6,12.6,43.6,14.6,25,17,0.05,39.78
hatchback,40.8,37.3,17.5,16.7,3,18,0.56,43.5
truck,66.8,42.3,10.1,50.2,27,11,0.25,9.25
suv,60.0,21.2,15.7,96.8,24,5,0.61,3.94
truck,74.7,48.8,9.3,99.4,5,13,0.43,5.14
hatchback,31.7,5.3,22.2,106.9,26,14,0.73,1.34
hatchback,43.5,31.9,21.1,48.9,0,12,0.19,13.41
hatchback,31.0,27.0,21.9,71.1,4,14,0.27,9.0
sedan,40.2,3.9,19.3,39.4,0,10,0.69,1.98
truck,113.5,72.1,7.4,60.6,14,16,0.93,9.87
truck,62.7,37.4,10.1,94.0,16,15,0.18,3.86
motorcycle,16.6,3.5,57.1,31.5,18,7,0.3,6.68
motorcycle,14.4,11.7,32.8,26.0,11,20,0.93,18.06
motorcycle,18.7,7.0,39.8,9.0,11,14,0.91,36.6
hatchback,34.7,7.1,21.5,28.5,28,4,0.35,5.58
truck,90.7,84.8,5.3,62.5,13,17,0.59,7.76
hatchback,40.2,35.9,14.4,13.2,27,12,0.23,37.83
sedan,40.3,9.7,14.0,20.0,16,18,0.14,6.75
motorcycle,19.3,14.8,53.7,17.0,5,5,0.03,45.25
hatchback,36.7,4.8,20.2,76.3,4,15,0.29,1.43
hatchback,34.4,10.6,23.8,9.8,24,15,0.04,23.1
sedan,41.5,37.0,12.3,51.7,0,20,0.37,9.2
suv,76.3,33.8,10.2,72.8,9,20,0.55,5.07
truck,74.3,50.8,8.4,93.8,6,15,0.12,4.37
suv,54.5,44.4,14.1,60.7,17,15,0.79,11.26
motorcycle,15.7,4.9,50.0,46.6,22,3,0.49,6.19
hatchback,43.3,1.2,23.3,63.8,22,12,0.86,0.49
sedan,44.3,37.2,13.8,23.3,5,19,0.87,26.25
sedan,45.5,15.7,21.8,41.8,5,16,0.52,9.4
truck,64.4,33.5,10.8,113.9,9,5,0.57,3.59
suv,79.0,75.9,9.8,88.4,4,4,0.08,8.75
truck,107.7,35.6,11.0,75.0,24,16,0.41,5.83
hatchback,39.3,2.4,22.2,17.2,25,10,0.44,3.29
truck,108.5,55.3,9.9,90.8,2,18,0.88,6.58
sedan,52.3,22.4,19.5,68.0,15,6,0.81,7.39
sedan,46.7,18.8,13.1,108.0,3,16,0.74,2.48
motorcycle,17.3,17.2,53.9,44.3,17,3,0.05,22.04
motorcycle,17.3,1.4,35.2,118.6,17,14,0.82,0.51
hatchback,44.5,19.9,19.6,77.3,1,8,0.26,5.21
suv,68.3,22.9,9.7,14.8,15,4,0.88,18.28
truck,98.5,41.4,11.3,46.7,11,12,0.14,9.26
hatchback,43.4,42.9,16.9,21.5,17,8,0.65,37.98
motorcycle,16.0,11.4,41.8,106.2,18,15,0.29,4.78
truck,69.1,36.9,9.2,70.4,29,10,0.57,5.5
motorcycle,14.3,12.3,53.3,88.3,18,6,0.56,7.85
truck,63.7,42.1,8.3,59.0,29,15,0.34,6.01
suv,74.9,51.2,9.9,48.4,23,6,0.55,11.17
hatchback,38.1,27.6,16.1,23.3,22,19,0.91,19.57
truck,98.5,93.1,5.8,57.0,16,5,0.96,10.79
sedan,44.6,5.5,19.9,85.2,10,4,0.98,1.69
sedan,41.0,24.4,16.4,39.8,5,15,0.25,11.48
truck,71.9,39.4,9.2,75.0,14,12,0.82,5.27
truck,85.1,68.4,8.8,39.5,7,3,0.22,16.42
truck,109.4,64.1,10.0,103.9,27,19,0.16,5.82
sedan,37.8,26.2,15.1,109.6,14,11,0.65,4.0
sedan,46.2,3.1,21.3,77.2,3,4,0.54,0.94
truck,97.9,75.1,10.4,93.6,14,10,0.98,10.04
motorcycle,20.0,2.4,58.1,38.3,19,16,0.34,3.35
motorcycle,13.3,8.9,33.9,87.4,29,11,0.8,3.98
suv,75.8,27.9,10.6,64.5,21,15,0.95,5.19
hatchback,40.7,23.0,15.1,112.2,25,7,0.96,3.87
motorcycle,18.6,2.1,49.9,95.2,21,17,0.67,1.24
sedan,41.8,17.8,13.0,32.1,16,6,1.0,8.69
motorcycle,17.4,2.4,30.6,87.7,8,19,0.6,0.86
suv,66.9,5.2,15.0,99.9,1,15,0.27,0.77
suv,72.3,6.9,12.2,106.7,13,15,0.62,0.9
hatchback,40.4,24.1,20.3,97.4,25,4,0.8,5.98
motorcycle,17.1,3.2,54.5,89.6,27,14,0.26,1.93
sedan,53.2,27.2,18.6,52.8,17,9,0.34,9.85
sedan,47.7,28.6,14.9,22.2,22,7,0.8,22.34
truck,99.0,32.6,5.3,62.0,18,6,0.8,2.91
sedan,38.8,11.9,21.8,48.0,5,13,0.01,5.51
hatchback,32.8,21.3,21.5,111.7,8,6,0.34,4.41
hatchback,35.2,19.6,17.8,5.2,0,17,0.75,74.15
sedan,45.4,17.0,12.2,69.7,0,4,0.67,3.58
sedan,45.1,40.3,16.3,40.8,29,12,0.58,18.85
truck,81.7,22.0,11.0,48.1,13,13,0.39,5.3
sedan,48.1,13.0,16.3,11.5,20,10,0.38,19.55
truck,105.8,96.9,6.7,54.3,25,14,0.53,13.17
truck,91.0,79.6,6.4,9.7,3,13,0.35,58.83
sedan,38.5,16.5,16.8,57.8,20,6,0.41,4.79
suv,61.6,43.5,8.1,43.9,7,13,0.87,8.38
suv,58.0,34.7,9.2,33.3,25,20,0.78,11.34
truck,93.8,38.3,11.8,75.3,8,17,0.67,6.52
sedan,49.3,26.2,18.8,36.0,26,13,0.85,15.36
suv,62.2,48.9,14.7,57.3,12,15,0.66,14.97
sedan,48.7,19.7,15.9,34.3,9,15,0.07,9.74
sedan,44.0,8.1,15.5,99.3,0,4,0.61,1.55
sedan,38.1,35.1,18.4,36.2,29,5,0.15,18.4
motorcycle,17.8,10.9,41.4,43.3,6,13,0.87,12.71
sedan,51.3,38.7,16.0,14.5,17,8,0.82,56.05
motorcycle,11.8,1.9,39.9,53.8,25,8,0.37,1.36
truck,98.9,95.6,8.6,118.5,26,10,0.17,6.76
suv,61.9,20.3,8.8,54.8,2,10,0.3,3.4
suv,71.4,44.1,11.4,32.5,19,13,0.35,17.1
suv,56.4,7.5,15.0,55.6,17,17,0.49,2.23
suv,64.4,59.6,13.8,17.8,22,15,0.84,56.84
suv,66.4,37.3,13.1,55.5,5,16,0.11,8.35
suv,54.8,23.0,13.3,77.9,6,20,0.61,4.64
suv,74.4,2.9,11.6,92.2,21,12,0.05,0.35
truck,69.6,27.3,6.1,115.8,4,17,0.34,1.54
sedan,47.8,26.0,20.2,77.2,2,15,0.76,7.87
hatchback,43.5,39.6,19.2,74.9,2,16,0.3,11.66
motorcycle,13.2,3.2,56.9,90.6,6,4,0.3,2.05
hatchback,37.9,10.9,22.3,5.8,20,8,0.61,48.23
hatchback,31.5,15.2,18.4,103.0,16,13,0.95,3.62
sedan,42.6,42.1,19.1,38.5,0,8,0.68,24.31
sedan,54.3,12.5,17.5,74.2,12,13,0.47,3.22
sedan,43.3,25.5,14.6,45.6,15,15,0.57,9.55
suv,70.9,48.1,10.0,94.7,22,5,0.9,6.79
truck,89.5,65.9,9.0,36.2,24,4,0.61,17.82
suv,64.7,7.1,11.2,64.2,0,3,0.08,1.33
truck,98.9,29.4,10.9,61.7,16,14,0.22,5.29
truck,70.5,18.6,11.2,113.2,14,15,0.5,2.18
hatchback,32.6,22.7,18.5,64.5,10,5,0.15,7.19
hatchback,43.0,28.0,16.3,23.1,26,4,0.9,22.25
truck,95.2,30.3,12.0,91.1,26,18,0.42,4.61
truck,97.1,33.8,5.2,50.4,0,6,0.63,3.75
suv,58.9,34.4,12.4,61.5,1,20,0.32,7.08
suv,73.5,13.7,14.3,81.3,24,4,0.87,2.69
hatchback,33.1,16.3,19.1,29.0,18,3,0.72,11.65
sedan,42.5,25.3,17.0,27.5,14,18,0.8,16.92
truck,115.6,53.2,6.9,51.9,15,13,0.31,7.94
suv,61.2,38.4,14.1,89.6,4,8,0.48,6.63
hatchback,35.7,25.2,23.0,41.8,21,19,0.92,17.6
suv,65.0,35.9,14.7,66.8,1,13,0.2,8.13
truck,60.2,52.8,11.1,97.7,5,13,0.37,6.83
truck,104.7,51.7,6.1,32.9,1,18,0.15,9.79
motorcycle,17.5,11.9,43.2,45.7,8,18,0.32,13.03
sedan,50.8,34.9,17.8,47.4,26,6,0.71,14.82
motorcycle,19.6,8.4,40.9,85.9,25,13,0.36,4.1
hatchback,34.4,21.1,15.6,68.1,16,14,0.58,5.12
suv,54.4,8.7,9.3,10.2,8,20,0.58,9.4
hatchback,31.0,20.5,18.9,66.7,27,18,0.95,6.8
truck,100.9,69.6,11.3,47.9,8,11,0.01,16.59
motorcycle,13.3,1.8,45.7,99.0,21,18,0.53,0.91
motorcycle,15.1,2.1,47.6,8.6,19,17,0.55,12.74
motorcycle,15.9,1.4,47.2,101.4,3,11,0.13,0.73
hatchback,30.6,26.3,23.1,102.8,4,12,0.74,7.09
truck,98.0,66.8,10.6,81.2,29,19,0.38,9.45
suv,71.2,70.8,13.5,9.0,26,12,0.1,108.69
suv,61.6,54.3,15.8,50.2,16,9,0.56,18.86
hatchback,38.5,31.3,19.6,112.7,27,17,0.23,5.61
motorcycle,12.5,6.8,54.4,90.5,10,19,0.54,4.62
sedan,46.2,12.5,14.3,75.3,11,12,0.62,2.66
hatchback,35.2,22.2,19.8,74.8,22,8,0.85,6.73
hatchback,38.8,11.7,23.8,35.3,12,5,0.06,7.55
truck,113.9,5.3,11.7,81.4,26,13,0.07,0.78
suv,55.9,35.1,14.4,107.3,1,18,0.9,5.67
hatchback,37.6,26.2,23.8,32.1,23,5,0.34,20.22
hatchback,41.1,20.1,17.8,47.4,25,13,0.45,7.9
motorcycle,16.2,3.1,59.2,56.0,22,14,0.13,3.46
motorcycle,18.2,11.3,58.9,77.1,25,9,0.88,10.83
sedan,49.3,26.3,14.7,103.3,2,9,0.62,4.21
truck,101.9,59.9,8.1,30.7,1,14,0.7,17.27
sedan,39.5,24.9,17.9,116.6,2,8,0.7,4.09
motorcycle,19.0,2.8,49.7,96.0,15,4,0.85,1.76
suv,58.8,1.4,10.4,37.4,1,17,0.97,0.46
motorcycle,15.5,2.3,41.3,41.5,23,12,0.66,2.49
truck,102.2,14.8,10.7,83.0,0,9,0.04,1.95
motorcycle,18.2,6.2,54.5,53.9,24,3,0.98,8.28
truck,90.7,57.5,9.7,46.7,3,6,0.39,13.65
truck,71.4,24.4,5.8,74.3,20,6,0.61,2.22
truck,70.8,39.1,10.8,39.8,27,13,0.78,13.36
truck,112.8,72.7,7.7,26.2,14,6,0.7,24.79
truck,70.9,7.4,6.8,37.8,17,11,0.16,1.38
suv,64.7,28.7,12.5,7.6,9,10,0.56,54.45
sedan,35.7,21.5,16.4,7.8,9,14,0.55,49.17
hatchback,38.3,24.0,17.2,70.6,19,14,0.14,6.3
sedan,42.5,31.7,21.2,57.6,8,12,0.1,11.99
truck,106.8,85.1,6.8,65.9,12,5,0.96,10.93
suv,62.7,18.9,12.3,97.1,7,20,0.65,3.02
motorcycle,11.4,1.4,34.1,37.9,15,9,0.75,1.45
suv,71.8,65.6,13.8,100.3,19,12,0.63,10.61
truck,99.1,40.1,5.6,38.4,2,5,0.22,6.06
suv,65.8,12.0,14.4,60.7,1,9,0.32,3.22
suv,73.1,17.1,12.9,33.0,14,7,0.95,7.8
truck,93.8,65.9,10.6,87.9,26,8,0.96,10.28
suv,75.5,50.9,13.9,31.9,5,8,0.95,27.99
hatchback,38.6,12.5,17.8,87.2,26,10,0.23,2.71
hatchback,32.7,3.2,18.3,9.6,17,12,0.17,6.15
suv,67.1,24.6,14.2,67.8,9,3,0.96,5.68
motorcycle,16.7,13.7,48.8,85.3,24,8,0.98,8.6
truck,98.5,46.0,7.1,30.6,2,13,0.41,11.24
hatchback,40.8,15.0,18.6,22.1,28,18,0.1,12.54
motorcycle,15.3,2.4,53.7,70.2,27,20,0.42,1.91
suv,65.7,34.3,11.7,90.2,25,3,0.75,5.06
motorcycle,11.4,7.5,32.4,84.9,2,20,0.13,2.99
sedan,42.1,2.3,17.4,111.2,1,10,0.97,0.45
hatchback,32.0,18.6,22.0,65.4,4,13,0.58,7.5
suv,72.8,56.3,13.3,29.8,22,6,0.78,30.1
truck,117.2,10.2,8.7,40.9,29,9,0.51,2.46
suv,79.0,15.1,12.8,54.1,6,4,0.73,4.2
truck,71.9,16.5,9.4,49.0,0,17,0.39,3.3
suv,77.0,14.5,10.3,68.4,19,18,0.49,2.57
motorcycle,18.6,10.2,40.9,33.5,13,18,0.52,13.38
motorcycle,12.2,5.3,40.8,50.1,22,16,0.62,4.93
motorcycle,12.3,9.1,46.4,56.4,9,20,0.24,7.91
sedan,47.2,41.4,20.2,74.2,12,19,0.43,12.85
truck,92.8,6.7,5.6,100.4,29,13,0.17,0.4
motorcycle,16.0,12.7,45.2,63.6,29,20,0.61,9.3
sedan,53.0,21.9,15.9,5.4,10,7,0.03,69.44
truck,93.0,25.8,10.5,36.0,9,14,0.61,8.45
suv,55.1,50.0,9.6,118.8,4,3,0.25,4.56
sedan,39.3,27.3,18.0,47.1,19,11,0.57,12.15
hatchback,37.4,24.4,15.8,67.2,19,18,0.46,6.58
sedan,51.4,32.7,19.2,9.9,9,3,0.92,74.78
sedan,38.8,31.0,21.7,88.6,16,6,0.65,8.3
truck,79.5,1.6,9.8,35.9,1,3,0.36,0.46
suv,64.4,62.2,9.9,87.9,21,8,0.6,8.02
hatchback,33.3,26.8,15.9,88.0,11,11,0.58,5.24
motorcycle,10.4,5.7,34.5,60.9,16,4,0.44,3.47
motorcycle,16.0,15.6,43.5,84.0,18,12,0.67,9.01
sedan,40.8,20.5,13.1,59.2,11,10,0.35,4.73
truck,64.6,59.5,8.7,50.6,28,16,0.64,11.2
truck,68.2,5.4,11.1,89.0,13,8,0.15,0.7
motorcycle,20.0,12.4,31.0,14.4,19,8,0.41,28.6
hatchback,39.1,17.7,23.3,66.5,23,20,0.48,6.12
suv,73.4,50.7,11.6,53.2,23,3,0.42,11.86
hatchback,41.9,23.2,23.4,27.6,20,16,0.39,20.76
suv,68.5,5.6,11.7,75.1,10,8,0.33,0.9
motorcycle,19.8,4.9,33.1,40.9,15,15,0.52,4.31
suv,59.3,35.4,10.7,90.9,2,3,0.87,4.8
truck,90.1,30.5,12.0,45.9,15,3,0.85,8.04
sedan,47.1,23.1,21.3,32.7,17,16,0.18,17.2
sedan,46.9,27.7,17.3,60.3,15,11,0.1,8.21
motorcycle,12.6,4.2,48.3,51.8,10,15,0.06,4.11
truck,68.3,27.5,9.9,10.5,19,4,0.7,28.7
hatchback,41.0,39.2,23.1,95.8,8,19,0.63,10.93
truck,98.6,40.7,8.5,84.8,18,17,0.36,4.7
sedan,46.2,45.9,16.6,87.1,16,7,0.49,9.66
sedan,52.1,28.9,16.1,17.4,5,4,0.73,30.41
truck,81.3,13.4,9.8,115.4,16,18,0.62,1.3
truck,93.2,9.2,10.1,74.2,14,11,0.81,1.51
sedan,52.9,3.8,18.1,19.3,9,14,0.45,3.93
hatchback,31.5,23.2,23.7,70.5,25,5,0.84,9.32
motorcycle,16.2,14.2,34.9,112.1,24,18,0.27,4.82
motorcycle,17.9,4.9,34.8,95.0,3,6,0.12,1.88
truck,79.6,52.7,5.9,63.3,25,14,0.74,5.8
motorcycle,14.6,14.4,47.4,77.7,24,10,0.73,9.88
sedan,47.2,39.4,14.4,30.4,19,18,0.82,21.72
sedan,40.0,37.4,21.3,28.1,10,18,0.7,32.4
truck,86.7,15.5,8.2,74.8,8,7,0.51,1.88
truck,67.8,31.2,5.6,10.6,13,20,0.21,16.21
truck,75.8,28.0,6.0,10.3,27,18,0.06,16.71
hatchback,42.1,12.6,21.2,21.8,0,3,0.57,13.3
motorcycle,12.0,11.0,32.9,103.5,17,17,0.86,4.08
truck,92.3,81.2,6.1,92.6,24,12,0.71,5.92
suv,67.1,38.6,13.5,14.8,5,13,0.28,37.83
suv,65.2,50.6,13.6,18.7,17,17,0.97,44.33
sedan,49.1,38.2,14.8,38.1,28,16,0.36,15.77
motorcycle,10.6,6.8,33.7,96.6,20,10,0.78,2.7
truck,106.5,45.0,11.8,89.6,29,3,0.19,5.88
suv,55.9,55.3,9.9,101.4,25,16,0.43,6.15
motorcycle,18.8,5.6,32.9,20.7,27,12,0.44,9.32
sedan,37.6,13.5,17.1,103.0,0,13,0.61,2.82
hatchback,32.7,16.2,20.6,54.8,21,10,0.57,6.61
motorcycle,18.0,11.7,53.6,85.1,29,16,0.05,7.79
motorcycle,12.7,7.3,59.8,103.5,13,8,0.3,4.68
hatchback,37.3,15.7,17.7,77.1,26,18,0.76,4.3
motorcycle,18.4,10.9,53.4,61.6,3,9,0.4,10.47
sedan,51.3,36.6,20.3,37.9,14,19,0.72,23.88
sedan,36.6,21.2,16.3,7.0,20,14,0.11,48.49
hatchback,39.5,10.3,16.8,108.3,6,8,0.39,1.76
truck,61.5,28.1,9.3,41.6,15,12,0.97,7.59
suv,78.3,21.6,9.8,115.1,7,18,0.14,1.93
truck,108.5,98.6,10.7,117.0,18,7,0.33,9.16
motorcycle,10.3,5.2,49.5,98.8,8,19,0.51,2.96
suv,58.2,46.5,9.4,109.1,6,4,0.37,4.73
hatchback,35.6,26.7,18.6,8.3,13,13,0.23,62.28
hatchback,41.8,30.2,22.6,6.1,1,4,0.86,127.01
suv,50.2,3.5,12.9,77.0,16,18,0.75,0.64
sedan,54.9,30.7,19.0,51.8,19,20,0.94,13.33
suv,55.0,16.8,9.2,96.1,19,4,0.08,1.64
motorcycle,14.1,1.6,58.7,114.6,5,14,0.73,0.85
sedan,46.6,11.8,14.6,61.5,4,10,0.29,2.95
hatchback,39.8,8.3,19.3,41.6,27,13,0.78,4.76
suv,73.1,26.5,13.6,113.2,6,20,0.15,3.17
truck,112.3,58.5,7.7,11.6,27,15,0.9,46.53
truck,61.3,29.6,11.5,50.4,21,3,0.46,7.65
motorcycle,11.1,3.1,41.1,98.0,19,13,0.11,1.34
truck,64.3,54.9,10.4,35.3,8,19,0.17,16.62
suv,75.6,57.3,12.1,70.8,18,16,0.84,11.13
suv,73.6,48.7,11.7,115.9,4,5,0.64,5.94
truck,94.5,37.9,7.1,51.8,16,15,0.43,5.21
suv,57.9,44.3,12.3,12.8,15,6,0.88,48.09
motorcycle,19.4,2.4,58.8,33.3,6,6,0.43,4.86
sedan,42.2,23.2,20.0,101.9,25,12,0.05,4.47
motorcycle,17.3,9.8,36.0,67.0,0,5,0.44,5.78
motorcycle,18.0,8.9,34.5,88.2,24,8,0.17,3.56
suv,67.9,25.6,13.6,90.3,4,10,0.19,3.84
sedan,47.2,28.5,17.1,5.5,18,3,0.27,95.96
suv,67.4,12.9,13.3,118.9,2,18,0.21,1.48
hatchback,43.1,23.1,22.9,42.9,11,4,0.25,13.27
suv,75.0,43.8,13.4,76.9,3,10,0.7,8.79
suv,57.6,46.8,15.6,58.5,3,16,0.66,14.85
suv,63.5,4.8,14.8,82.5,21,6,0.14,0.9
sedan,35.6,33.3,13.5,98.1,23,18,0.71,5.33
suv,76.7,33.2,11.3,55.9,10,6,0.89,7.58
sedan,52.4,52.3,17.9,91.4,13,18,0.36,10.59
truck,103.0,92.9,5.9,35.5,10,7,0.95,19.93
hatchback,37.3,14.6,16.8,62.4,8,8,0.15,4.22
sedan,42.0,32.5,15.9,97.6,20,18,0.13,5.39
truck,81.2,44.9,8.7,9.1,4,11,0.49,48.64
sedan,45.7,41.1,20.1,42.1,27,10,0.75,21.54
sedan,38.9,2.2,20.5,20.8,29,18,0.91,2.74
hatchback,35.4,30.5,22.2,14.0,23,11,0.0,47.93
motorcycle,19.8,8.6,45.5,27.4,28,7,0.72,14.04
motorcycle,14.1,7.6,41.0,91.1,17,14,0.94,4.02
sedan,54.7,6.1,15.4,18.2,4,15,0.05,5.58
suv,59.8,38.0,13.3,89.4,12,7,0.43,5.89
truck,70.0,23.0,8.0,87.1,16,5,0.32,2.33
suv,72.0,58.6,14.3,83.5,0,9,0.98,12.67
suv,67.1,14.4,10.3,84.8,16,17,0.18,1.79
sedan,42.5,28.4,15.3,105.9,21,17,0.21,4.37
sedan,40.7,5.5,12.7,91.9,27,9,0.13,0.73
sedan,49.6,48.3,16.7,77.7,22,15,0.14,10.6
sedan,54.4,7.9,13.1,57.8,5,7,0.35,1.97
motorcycle,13.6,3.4,41.0,29.7,17,6,0.05,4.63
sedan,46.5,32.3,15.3,75.6,21,9,0.1,6.36
motorcycle,16.7,14.1,55.6,24.8,26,15,0.73,38.82
motorcycle,17.7,14.1,36.8,27.1,21,6,0.74,21.23
sedan,49.3,15.5,13.7,22.0,27,11,0.19,9.86
hatchback,41.7,38.7,22.2,90.7,7,14,0.12,9.43
truck,64.0,43.3,8.2,100.6,17,14,0.43,3.74
suv,71.6,40.5,15.9,53.9,28,7,0.55,13.67
motorcycle,15.1,2.3,49.3,22.9,28,8,0.63,5.9
truck,106.9,73.5,9.7,22.1,18,13,0.04,31.88
hatchback,37.1,31.9,19.5,10.4,14,15,0.83,68.96
suv,53.9,49.8,11.6,47.8,7,12,0.06,12.68
suv,55.6,10.3,15.0,53.3,24,4,0.5,3.4
motorcycle,17.3,8.8,38.6,46.8,16,13,0.47,7.75
sedan,48.8,38.3,14.4,34.6,26,17,0.6,17.3
hatchback,32.6,4.3,20.8,94.6,11,5,0.36,0.91
motorcycle,19.6,15.3,36.2,49.2,21,15,0.7,12.06
hatchback,42.2,15.2,23.3,18.7,28,16,0.3,20.7
sedan,43.7,11.9,12.6,43.8,25,8,0.69,4.11
sedan,47.9,45.4,13.0,43.7,0,10,0.63,14.61
motorcycle,13.2,3.1,58.3,41.8,25,16,0.84,4.98
sedan,48.0,34.4,18.4,113.8,8,5,0.99,6.77
truck,99.7,65.0,5.4,30.1,21,5,0.53,13.67
suv,61.4,47.0,12.2,6.5,4,20,0.92,114.29
motorcycle,10.8,1.4,37.8,40.6,19,12,0.57,1.48
hatchback,35.6,23.6,15.6,12.3,26,5,0.31,30.67
truck,111.4,66.4,5.6,97.5,27,19,0.91,4.46
motorcycle,12.2,10.3,51.3,115.7,16,15,0.6,4.84
sedan,42.9,26.1,15.7,48.1,8,20,0.79,10.22
sedan,38.3,21.1,17.1,16.5,15,3,0.45,23.38
sedan,38.1,37.2,14.4,87.5,10,17,0.33,7.0
sedan,43.8,9.2,16.5,23.1,11,6,0.66,7.23
hatchback,39.9,19.2,19.0,19.7,11,10,0.26,18.86
truck,78.9,72.7,11.8,37.8,1,11,0.76,26.35
suv,69.0,52.9,9.2,116.9,10,19,0.47,4.71
hatchback,40.5,40.3,20.6,96.3,13,4,0.81,9.66
hatchback,31.7,21.9,24.0,81.6,3,12,0.89,7.44
suv,79.7,10.1,9.0,20.0,6,5,0.82,5.45
suv,56.4,23.4,15.9,23.2,24,15,0.24,17.16
sedan,45.0,36.2,16.9,97.6,19,13,1.0,7.09
hatchback,36.0,27.0,22.5,57.9,26,3,0.31,11.02
motorcycle,19.0,5.1,35.7,64.7,13,17,0.04,2.81
suv,59.9,43.0,12.1,23.4,15,10,0.28,21.73
suv,59.5,53.8,9.9,68.0,16,4,0.27,8.33
truck,62.8,9.4,6.3,33.2,9,5,0.09,1.86
motorcycle,13.5,12.4,46.7,35.5,24,13,0.93,19.95
motorcycle,11.2,4.8,34.2,106.3,12,6,0.76,1.89
suv,69.6,35.8,9.2,42.9,27,15,0.03,7.73
sedan,46.7,29.8,19.2,80.5,10,4,0.3,6.85
truck,98.5,6.0,8.4,35.8,7,14,0.75,1.59
motorcycle,12.4,5.2,53.8,89.9,11,10,0.06,3.09
suv,50.3,35.5,10.2,43.4,22,4,0.1,7.92
motorcycle,16.3,13.8,35.1,112.1,11,13,0.92,5.41
truck,72.5,44.2,7.8,94.0,20,18,0.09,3.74
truck,78.4,54.7,5.3,60.7,24,14,0.73,5.65
hatchback,31.7,7.5,23.8,88.5,22,8,0.74,2.2
suv,66.5,42.1,11.8,100.1,13,10,0.03,5.25
truck,64.0,25.2,10.2,110.0,17,10,0.51,2.64
hatchback,35.0,9.9,23.6,94.3,14,6,0.76,2.74
hatchback,39.0,37.5,15.9,113.5,19,4,0.53,5.84
motorcycle,16.1,16.1,59.3,116.1,20,4,0.3,8.26
motorcycle,16.6,5.4,52.9,18.9,6,13,0.68,16.72
hatchback,40.8,25.6,14.9,18.0,26,6,0.14,22.31
motorcycle,14.7,5.9,46.5,86.2,19,17,0.52,3.1
truck,111.7,37.6,6.8,90.5,0,16,0.68,3.08
sedan,52.0,28.3,15.4,93.5,27,11,0.07,4.69
truck,117.4,115.5,6.4,22.1,13,12,0.34,34.79
hatchback,41.4,18.9,21.8,91.1,18,13,0.83,5.15
hatchback,41.3,10.9,14.0,109.9,26,20,0.44,1.48
truck,103.5,35.2,11.7,12.9,21,7,0.39,30.86
motorcycle,16.6,16.5,30.8,108.5,2,7,0.68,5.33
motorcycle,14.7,2.7,31.8,114.5,21,6,0.77,0.84
hatchback,34.1,20.4,20.6,7.0,15,15,0.43,62.94
suv,60.0,53.2,14.3,77.0,20,19,0.7,11.43
motorcycle,17.8,13.6,47.2,40.9,12,10,0.87,19.46
truck,65.4,54.0,6.1,43.4,10,12,0.45,8.5
motorcycle,12.4,2.7,41.7,106.6,23,19,0.54,1.21
truck,65.3,31.2,5.9,14.2,28,4,0.26,14.23
hatchback,30.8,3.4,15.9,105.3,3,9,0.73,0.55
motorcycle,13.7,3.7,31.1,61.2,4,9,0.9,2.2
truck,85.4,14.6,6.8,111.5,11,18,0.97,1.11
hatchback,37.6,17.7,15.7,81.1,13,11,0.37,3.64
suv,65.6,21.2,13.7,88.2,20,14,0.67,3.71
truck,75.5,55.2,5.1,22.4,7,13,0.95,15.08
suv,69.4,60.5,14.2,77.5,20,10,0.73,13.33
suv,70.3,17.8,12.8,96.3,29,7,0.72,2.64
sedan,43.1,41.7,19.3,39.6,17,6,0.79,23.58
motorcycle,10.9,5.3,30.7,44.9,0,8,0.09,3.6
truck,60.3,25.2,9.4,43.2,9,10,0.72,6.19
suv,60.5,44.7,15.5,15.7,9,17,0.87,58.53
sedan,42.4,28.7,16.3,92.6,29,16,0.36,5.53
hatchback,37.4,34.6,18.8,6.6,2,17,0.21,99.75
